onset	duration	trial	trial_type	target_s	response_time	hit	total_gain	iti
12.0001	10	1	-$0	0.25	0.1863	1	$0.00	6
26.0009	10	2	-$1	0.25	0.19711	1	$0.00	6
40.0009	6	3	+$0	0.25	0.19441	1	$0.00	2
50.0008	8	4	+$5	0.25	0.19476	1	$5.00	4
62.0008	10	5	+$0	0.25	0.22764	1	$5.00	6
76.0008	8	6	+$0	0.25	0.21887	1	$5.00	4
88.0008	10	7	-$5	0.25	0.21803	1	$5.00	6
102.0008	6	8	-$1	0.25	0.21012	1	$5.00	2
112.0008	10	9	+$1	0.25	0.20756	1	$6.00	6
126.0008	8	10	-$0	0.25	0.21063	1	$6.00	4
138.0008	10	11	+$1	0.25	0.20601	1	$7.00	6
152.0008	6	12	+$5	0.25	0.20397	1	$12.00	2
162.0009	8	13	-$5	0.25	0.20364	1	$12.00	4
174.0008	8	14	+$0	0.23	0.20274	1	$12.00	4
186.0008	10	15	-$1	0.25	-1	0	$11.00	6
200.0008	6	16	-$0	0.25	0.19551	1	$11.00	2
210.0008	8	17	-$1	0.23	-1	0	$10.00	4
222.0008	10	18	+$5	0.25	0.23629	1	$15.00	6
236.0008	6	19	-$5	0.25	-1	0	$10.00	2
246.0007	8	20	+$5	0.23	0.21634	1	$15.00	4
258.0007	6	21	+$1	0.25	0.19438	1	$16.00	2
268.0008	8	22	-$5	0.23	-1	0	$11.00	4
280.0008	10	23	-$1	0.25	0.2179	1	$11.00	6
294.0008	6	24	-$0	0.23	-1	0	$11.00	2
304.0008	6	25	+$1	0.23	0.20802	1	$12.00	2
314.0007	10	26	+$5	0.21	0.20771	1	$17.00	6
328.0007	8	27	-$0	0.21	-1	0	$17.00	4
340.0008	10	28	+$0	0.21	-1	0	$17.00	6
354.0008	6	29	-$5	0.25	0.19214	1	$17.00	2
364.0008	10	30	+$1	0.21	0.21031	1	$18.00	6
378.0008	8	31	-$5	0.27	0.19427	1	$18.00	4
390.0008	10	32	-$0	0.23	0.20814	1	$18.00	6
404.0008	8	33	+$0	0.19	-1	0	$18.00	4
416.0008	6	34	-$1	0.27	0.23768	1	$18.00	2
426.0007	6	35	+$1	0.19	-1	0	$18.00	2
436.0008	8	36	-$0	0.21	-1	0	$18.00	4
448.0007	10	37	+$5	0.19	-1	0	$18.00	6
462.0008	6	38	+$0	0.17	-1	0	$18.00	2
472.0008	8	39	-$0	0.23	-1	0	$18.00	4
484.0008	10	40	+$0	0.19	-1	0	$18.00	6
498.0007	10	41	-$5	0.25	0.19928	1	$18.00	6
512.0008	8	42	-$1	0.25	0.21646	1	$18.00	4
524.0008	6	43	+$5	0.17	-1	0	$18.00	2
534.0007	8	44	-$1	0.23	-1	0	$17.00	4
546.0007	6	45	+$0	0.21	0.20209	1	$17.00	2
556.0008	10	46	-$5	0.23	0.2153	1	$17.00	6
570.0008	6	47	-$1	0.25	0.20462	1	$17.00	2
580.0007	6	48	-$5	0.21	-1	0	$12.00	2
590.0007	10	49	+$5	0.15	-1	0	$12.00	6
604.0008	6	50	-$5	0.19	-1	0	$7.00	2
614.0008	6	51	-$1	0.23	-1	0	$6.00	2
624.0008	10	52	-$0	0.25	0.22123	1	$6.00	6
638.0008	8	53	-$5	0.21	0.19176	1	$6.00	4
650.0012	6	54	+$0	0.23	0.20306	1	$6.00	2
660.0008	8	55	+$1	0.17	-1	0	$6.00	4
672.0008	10	56	-$1	0.25	0.15225	1	$6.00	6
686.0012	6	57	+$1	0.15	-1	0	$6.00	2
696.0007	8	58	+$1	0.17	-1	0	$6.00	4
708.0007	8	59	+$5	0.17	-1	0	$6.00	4
720.0008	10	60	+$1	0.19	-1	0	$6.00	6
734.0008	10	61	-$5	0.23	0.20655	1	$6.00	6
748.0008	6	62	+$5	0.19	-1	0	$6.00	2
758.0007	8	63	+$1	0.21	-1	0	$6.00	4
770.0007	8	64	+$1	0.23	0.20647	1	$7.00	4
782.0008	8	65	-$1	0.27	0.22542	1	$7.00	4
794.0008	6	66	-$0	0.27	0.21129	1	$7.00	2
804.0008	8	67	+$5	0.21	-1	0	$7.00	4
816.0008	10	68	+$0	0.25	0.20888	1	$7.00	6
830.0007	8	69	+$0	0.27	0.24268	1	$7.00	4
842.0008	10	70	-$0	0.29	0.26238	1	$7.00	6
856.0008	6	71	-$0	0.31	0.21848	1	$7.00	2
866.0008	6	72	+$5	0.23	0.16101	1	$12.00	2
